,title,feed_type,link,description,date,image,publisher,stocks,_id,target,combined,Aspects1,Aspects2
77,"Stocks that will see action today: July 26, 2023",news-article,https://www.thehindubusinessline.com/markets/stocks-that-will-see-action-today-july-26-2023/article67122185.ece,"CanFin Homes, Tata Motors, L&T, Ampere, Asian Paints, HCL Technologies, K Raheja Corp, Kings Infra Ventures, Aditya Birla Sun Life AMC & others announce various initiatives. CanFin Homes reports fraud of ₹38.53cr, Tata Motors simplifies capital structure, L&T to buyback Rs 10,000cr worth of shares, …",2023-07-26 07:58:37.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/gsaql8/article66988737.ece/alternates/LANDSCAPE_1200/PO27_Stock_market.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}","[{'sid': 'ASPN'}, {'sid': 'HCLT'}, {'sid': 'LART'}, {'sid': 'TAMdv'}, {'sid': 'TAMO'}]",64c08831042faa63cb2a11ba,ASIAN PAINTS,"Stocks that will see action today: July 26, 2023 CanFin Homes, Tata Motors, L&T, Ampere, Asian Paints, HCL Technologies, K Raheja Corp, Kings Infra Ventures, Aditya Birla Sun Life AMC & others announce various initiatives. CanFin Homes reports fraud of ₹38.53cr, Tata Motors simplifies capital structure, L&T to buyback Rs 10,000cr worth of shares, …",Price Action,Financial
78,"Stocks To Watch: Tata Motors, Asian Paints, Union Bank Of India, Can Fin Homes, L&T, Piramal",news-article,https://www.bqprime.com/business/stocks-to-watch-tata-motors-asian-paints-union-bank-of-india-can-fin-homes-lt-piramal,Here are the stocks to watch before going into trade today.,2023-07-26 05:00:00.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2023-07%2F7e296228-7f4b-4bc5-a3eb-1743d77ba0db%2Ftoa_heftiba_W6sqUYlJRiw_unsplash__1_.jpg?w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}","[{'sid': 'ASPN'}, {'sid': 'CNFH'}, {'sid': 'LART'}, {'sid': 'TAMdv'}, {'sid': 'TAMO'}, {'sid': 'UNBK'}]",64c06187042faa63cb2a1144,ASIAN PAINTS,"Stocks To Watch: Tata Motors, Asian Paints, Union Bank Of India, Can Fin Homes, L&T, Piramal Here are the stocks to watch before going into trade today.",Price Action,Rumors
79,"Stock Market Today: Sensex, Nifty End Mixed As ITC, Asian Paints Drag; HDFC Bank, Tata Steel Lead",news-article,https://www.bqprime.com/markets/stock-market-live-updates-25-july-2023-gift-nifty-signals-cautious-start-reliance-industries-maruti-suzuki-tata-steel-in-focus,"Sensex closed down 29 points or 0.04% at 66,355.71 while Nifty was 8 points or 0.04% higher at 19,680.60.",2023-07-25 18:21:39.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2023-07%2F516f5953-ae08-4f29-b762-f1ec40218131%2FThe_Bombay_Stock_Exchange__BSE_logo_sits_on_display_outside_the_exchange_building_in_Mumbai__India__.jpg?w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}","[{'sid': 'ASPN'}, {'sid': 'IDTI'}, {'sid': 'HDBK'}, {'sid': 'ITC'}, {'sid': 'MIRA'}, {'sid': 'TISC'}, {'sid': '.NSEI'}]",64bf3a37042faa63cb2a086e,ASIAN PAINTS,"Stock Market Today: Sensex, Nifty End Mixed As ITC, Asian Paints Drag; HDFC Bank, Tata Steel Lead Sensex closed down 29 points or 0.04% at 66,355.71 while Nifty was 8 points or 0.04% higher at 19,680.60.",Price Action,Technical Analysis
80,Nifty 50 Top 5 Gainers & Losers Today,news-article,https://www.bqprime.com/web-stories/nifty-50-top-5-gainers-losers-today-bqc,"HDFC Bank, Bharti Airtel were among the top gainers while Tata Steel, Axis Bank were among the top losers.",2023-09-06 19:52:35.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2023-09%2Feb3daddc-ef12-414e-9395-4432463c8a2d%2FNSE_reuters.jpg?w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}","[{'sid': 'AXBK'}, {'sid': 'BRTI'}, {'sid': 'IDTI'}, {'sid': 'HDBK'}, {'sid': 'MIRA'}, {'sid': 'TISC'}, {'sid': '.NSEI'}]",64f88eac41042058c3af7e40,AXIS BANK,"Nifty 50 Top 5 Gainers & Losers Today HDFC Bank, Bharti Airtel were among the top gainers while Tata Steel, Axis Bank were among the top losers.",Price Action,
81,"Stock Market Today: Sensex, Nifty Log Gains As ICICI, Axis Bank Lead; Metals, Oil & Gas Stocks Rise",news-article,https://www.bqprime.com/markets/stock-market-live-updates-1-september-2023-gift-nifty-signals-cautious-open-ril-lic-gsk-pharma-pnb-sula-nykaa-in-focus,"Sensex closed up 556 points, or 0.86%, at 65,387.16, while Nifty was 182 points, or 0.94%, higher at 19,435.30.",2023-09-01 17:06:16.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2023-08%2F2d439ce0-3863-4c2e-9bf0-cb93399350e5%2FNSE_reuters.jpg?w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}","[{'sid': 'AXBK'}, {'sid': 'IDTI'}, {'sid': 'MIRA'}, {'sid': '.NSEI'}, {'sid': '.NIFOILGAS'}]",64f1570c9ac9f6751594df3a,AXIS BANK,"Stock Market Today: Sensex, Nifty Log Gains As ICICI, Axis Bank Lead; Metals, Oil & Gas Stocks Rise Sensex closed up 556 points, or 0.86%, at 65,387.16, while Nifty was 182 points, or 0.94%, higher at 19,435.30.",Price Action,Technical Analysis
82,"Sensex, Nifty Trade Higher As Infosys, Axis Bank, RIL Lead: Midday Market Update",news-article,https://www.bqprime.com/markets/sensex-nifty-trade-higher-as-infosys-axis-bank-ril-lead-midday-market-update,ITC and Tata Consultancy Services were also positively adding to the change.,2023-08-30 12:26:47.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2023-08%2F068216ca-94c0-49ad-b186-d8a6d7425455%2FWhatsApp_Image_2023_07_10_at_10_03_44.jpg?rect=0%2C43%2C1600%2C840&w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}","[{'sid': 'AXBK'}, {'sid': 'IDTI'}, {'sid': 'ITC'}, {'sid': 'INFY'}, {'sid': 'MIRA'}, {'sid': 'TCS'}, {'sid': '.NSEI'}]",64eeec4e9ac9f6751594db51,AXIS BANK,"Sensex, Nifty Trade Higher As Infosys, Axis Bank, RIL Lead: Midday Market Update ITC and Tata Consultancy Services were also positively adding to the change.",Coverage,Sales
83,Fixed deposit interest rates start seeing a dip in banks; how to select FD tenure now for maximum returns,news-article,https://economictimes.indiatimes.com/wealth/invest/bank-fixed-deposit-interest-rates-start-seeing-a-dip-how-to-select-fd-tenure-now-for-maximum-returns/articleshow/103045737.cms,"Fixed Deposit Interest Rate: DCB Bank slashed interest rates on its fixed deposits by up to 50 basis points this month. Among other banks, Axis Bank, Bank of India, Punjab National Bank (PNB) and IndusInd Bank have also cut interest on fixed deposits recently. RBI paused the benchmark repo rate for …",2023-08-25 12:01:00.000,"https://pocket-image-cache.com/direct?url=http://economictimes.indiatimes.com/thumb/msid-103046018,width-1070,height-580,imgsize-505820,overlay-etwealth/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}","[{'sid': 'AXBK'}, {'sid': 'BOI'}, {'sid': 'DCBA'}, {'sid': 'INBK'}, {'sid': 'PNBK'}]",64e8442def976d312471dbf9,AXIS BANK,"Fixed deposit interest rates start seeing a dip in banks; how to select FD tenure now for maximum returns Fixed Deposit Interest Rate: DCB Bank slashed interest rates on its fixed deposits by up to 50 basis points this month. Among other banks, Axis Bank, Bank of India, Punjab National Bank (PNB) and IndusInd Bank have also cut interest on fixed deposits recently. RBI paused the benchmark repo rate for …",Dividend Policy,Price Action
84,Why Hemang Jani would prefer Axis Bank or ICICI Bank to Bajaj Finance,news-article,https://economictimes.indiatimes.com/markets/expert-view/why-hemang-jani-would-prefer-axis-bank-or-icici-bank-to-bajaj-finance/articleshow/103047712.cms,"“Bajaj Finance has been delivering healthy growth in assets and parameters. It may not outperform significantly, but for investors seeking stable returns of around 18-20%, it is a recommended stock. However, for those looking for growth, Jani suggests considering banks like Axis Bank or ICICI Bank, …",2023-08-25 11:26:00.000,"https://pocket-image-cache.com/direct?url=http://economictimes.indiatimes.com/thumb/msid-103047713,width-1070,height-580,imgsize-119804,overlay-etmarkets/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}","[{'sid': 'AXBK'}, {'sid': 'BJFN'}, {'sid': 'ICBK'}]",64e84b2bef976d312471dc40,AXIS BANK,"Why Hemang Jani would prefer Axis Bank or ICICI Bank to Bajaj Finance “Bajaj Finance has been delivering healthy growth in assets and parameters. It may not outperform significantly, but for investors seeking stable returns of around 18-20%, it is a recommended stock. However, for those looking for growth, Jani suggests considering banks like Axis Bank or ICICI Bank, …",Price Action,
85,Trade setup for Thursday: Top 15 things to know before the opening bell,news-article,https://www.moneycontrol.com/news/business/markets/trade-setup-for-thursday-top-15-things-to-know-before-the-opening-bell-49-11246871.html,"Based on the OI percentage, 54 stocks were on the short-covering list. These included State Bank of India, Axis Bank, Dr Reddy’s Laboratories, Maruti Suzuki, and Hindustan Copper.",2023-08-23 22:43:44.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2023/08/stocks_in_news-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'AXBK'}, {'sid': 'REDY'}, {'sid': 'HCPR'}, {'sid': 'MRTI'}, {'sid': 'SBI'}]",64e6447bef976d312471d10e,AXIS BANK,"Trade setup for Thursday: Top 15 things to know before the opening bell Based on the OI percentage, 54 stocks were on the short-covering list. These included State Bank of India, Axis Bank, Dr Reddy’s Laboratories, Maruti Suzuki, and Hindustan Copper.",Rumors,Price Action
86,"HDFC Bank Swiggy Credit Card offers 10% cashback, higher than most cashback credit cards; is it a good deal?",news-article,https://economictimes.indiatimes.com/wealth/borrow/hdfc-bank-swiggy-credit-card-offers-10-cashback-higher-than-most-cashback-credit-cards-is-it-a-good-deal/articleshow/102951289.cms,"HDFC Bank has joined hands with Swiggy, one of the most popular food and grocery delivery platforms in the country, to launch a co-branded credit card — the Swiggy HDFC Bank Credit Card. When compared with the two most popular platform-specific co-branded credit cards — Flipkart Axis Bank Credit Car…",2023-08-23 11:49:00.000,"https://pocket-image-cache.com/direct?url=http://economictimes.indiatimes.com/thumb/msid-102951758,width-1070,height-580,imgsize-166642,overlay-etwealth/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}","[{'sid': 'AXBK'}, {'sid': 'HDBK'}]",64e59311ef976d312471cacb,AXIS BANK,"HDFC Bank Swiggy Credit Card offers 10% cashback, higher than most cashback credit cards; is it a good deal? HDFC Bank has joined hands with Swiggy, one of the most popular food and grocery delivery platforms in the country, to launch a co-branded credit card — the Swiggy HDFC Bank Credit Card. When compared with the two most popular platform-specific co-branded credit cards — Flipkart Axis Bank Credit Car…",Strategy,Reputation
87,"Sensex, Nifty pare early gains; trade lower on sustained foreign fund outflows",news-article,https://www.thehindubusinessline.com/markets/markets-pare-early-gains-trade-lower-amid-continued-foreign-fund-outflows/article67226043.ece,"Mkt indices open higher but pare gains; Tata Steel, Axis Bank, JSW Steel, Infosys, TCS, RIL gain; Jio Fin Svcs, Airtel, ITC, Kotak Mahindra Bank, IndusInd Bank, M&M lag. Tokyo, HK up; Seoul, Shanghai down. US mkt mixed. No triggers. FIIs offload equities. BSE ekes out marginal gain; Nifty inched up.",2023-08-23 10:45:32.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/cfg3cb/article67223522.ece/alternates/LANDSCAPE_1200/Stock%20Market%20Live%20Today%20-%20Share%20Market.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}","[{'sid': 'AXBK'}, {'sid': 'BRTI'}, {'sid': 'BSEL'}, {'sid': 'IDTI'}, {'sid': 'ITC'}, {'sid': 'INFY'}, {'sid': 'INBK'}, {'sid': 'JSTL'}, {'sid': 'KTKM'}, {'sid': 'MAHM'}, {'sid': 'MIRA'}, {'sid': 'TISC'}, {'sid': 'TCS'}, {'sid': '.NSEI'}]",64e5992def976d312471cb04,AXIS BANK,"Sensex, Nifty pare early gains; trade lower on sustained foreign fund outflows Mkt indices open higher but pare gains; Tata Steel, Axis Bank, JSW Steel, Infosys, TCS, RIL gain; Jio Fin Svcs, Airtel, ITC, Kotak Mahindra Bank, IndusInd Bank, M&M lag. Tokyo, HK up; Seoul, Shanghai down. US mkt mixed. No triggers. FIIs offload equities. BSE ekes out marginal gain; Nifty inched up.",Volatility,
88,Markets pare early gains; trade lower amid continuous foreign fund outflows,news-article,https://www.thehindu.com/business/markets/markets-pare-early-gains-trade-lower-amid-continuous-foreign-fund-outflows/article67226008.ece,"Mumbai bourses open on a high but pare gains; Sensex down 76.55 pts. Nifty at 19,376.35. Tata Steel, Axis Bank, JSW Steel, Infosys, TCS, RIL, UltraTech Cement & NTPC gainers; Jio Financial Services, Bharti Airtel, ITC, Kotak Mahindra Bank, IndusInd Bank & M&M laggards. Tokyo & Hong Kong up, Seoul & …",2023-08-23 10:36:31.000,https://pocket-image-cache.com/direct?url=http://th-i.thgim.com/public/incoming/d0v0jy/article67226038.ece/alternates/LANDSCAPE_1200/PTI07_13_2023_000218A.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'}","[{'sid': 'AXBK'}, {'sid': 'BRTI'}, {'sid': 'IDTI'}, {'sid': 'ITC'}, {'sid': 'INFY'}, {'sid': 'INBK'}, {'sid': 'JSTL'}, {'sid': 'KTKM'}, {'sid': 'MAHM'}, {'sid': 'MIRA'}, {'sid': 'NTPC'}, {'sid': 'TISC'}, {'sid': 'TCS'}, {'sid': 'ULTC'}, {'sid': '.NSEI'}]",64e59682ef976d312471caf4,AXIS BANK,"Markets pare early gains; trade lower amid continuous foreign fund outflows Mumbai bourses open on a high but pare gains; Sensex down 76.55 pts. Nifty at 19,376.35. Tata Steel, Axis Bank, JSW Steel, Infosys, TCS, RIL, UltraTech Cement & NTPC gainers; Jio Financial Services, Bharti Airtel, ITC, Kotak Mahindra Bank, IndusInd Bank & M&M laggards. Tokyo & Hong Kong up, Seoul & …",Financial,
89,"Cleartrip enters bus segment, to add railways soon",news-article,https://www.thehindubusinessline.com/companies/cleartrip-enters-bus-segment-to-add-railways-soon/article67223769.ece,"Cleartrip expands offerings, entering bus segment & plans to add railways. Aiming for 50% growth rate, it has made substantial investments in tech & marketing. It has partnered with Axis Bank to offer exclusive benefits to credit card holders. With Flipkart acquisition, it is set to establish presen…",2023-08-23 09:25:40.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/m0ybp3/article67223773.ece/alternates/LANDSCAPE_1200/Prahlad%20Krishnamurthi%2C%20CBO%2C%20Cleartrip%20(1).jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'AXBK'}],64e583f7ef976d312471ca49,AXIS BANK,"Cleartrip enters bus segment, to add railways soon Cleartrip expands offerings, entering bus segment & plans to add railways. Aiming for 50% growth rate, it has made substantial investments in tech & marketing. It has partnered with Axis Bank to offer exclusive benefits to credit card holders. With Flipkart acquisition, it is set to establish presen…",Strategy,
90,"Sensex, Nifty make gains in early trade on firm global trends",news-article,https://www.thehindubusinessline.com/markets/sensex-nifty-make-gains-in-early-trade-on-firm-global-trends/article67222066.ece,"Equity benchmarks in India extend previous day’s rally; NTPC, M&M, ITC, Tata Motors, Axis Bank, Bajaj Finserv, JSW Steel, L&T gain; Jio Financial Services, TCS, Infosys, Titan lag; US markets, Brent crude, FII inflows influence Indian markets.",2023-08-22 11:05:46.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/frlnax/article67221868.ece/alternates/LANDSCAPE_1200/buzzing%20stocks.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}","[{'sid': 'AXBK'}, {'sid': 'BJFS'}, {'sid': 'IDTI'}, {'sid': 'ITC'}, {'sid': 'INFY'}, {'sid': 'JSTL'}, {'sid': 'LART'}, {'sid': 'MAHM'}, {'sid': 'MIRA'}, {'sid': 'NTPC'}, {'sid': 'TAMdv'}, {'sid': 'TAMO'}, {'sid': 'TCS'}, {'sid': 'TITN'}, {'sid': '.NSEI'}]",64e44eb5ef976d312471c2c8,AXIS BANK,"Sensex, Nifty make gains in early trade on firm global trends Equity benchmarks in India extend previous day’s rally; NTPC, M&M, ITC, Tata Motors, Axis Bank, Bajaj Finserv, JSW Steel, L&T gain; Jio Financial Services, TCS, Infosys, Titan lag; US markets, Brent crude, FII inflows influence Indian markets.",Financial,Market
91,Government Appoints Axis Bank’s Neelkanth Mishra As Part-Time UIDAI Chairperson,news-article,https://www.bqprime.com/business/government-appoints-axis-banks-neelkanth-mishra-as-part-time-uidai-chairperson,They also appointed Prof. Mausam and Nilesh Shah as part-time UIDAI members.,2023-08-22 09:01:31.000,https://pocket-image-cache.com/direct?url=http://gumlet.assettype.com/bloombergquint%2F2023-08%2F3aaf6ee6-f327-4021-a16e-183e861c991a%2Fn.png?rect=0%2C0%2C5000%2C2625&w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/bloombergquint.png', 'id': 'www.bloombergquint.com', 'name': 'Bloomberg Quint'}",[{'sid': 'AXBK'}],64e42f13ef976d312471c1e7,AXIS BANK,Government Appoints Axis Bank’s Neelkanth Mishra As Part-Time UIDAI Chairperson They also appointed Prof. Mausam and Nilesh Shah as part-time UIDAI members.,Appointment,
92,Markets climb in early trade after two days of decline,news-article,https://www.thehindu.com/business/markets/markets-climb-in-early-trade-after-two-days-of-decline/article67218579.ece,"Equity indices rebound in early trade; Sensex up 145 pts; Nifty gains 45 pts; Power Grid, NTPC, JSW Steel, HCL Tech, Wipro, TCS, Axis Bank, Tech Mahindra, Tata Steel, Tata Motors gain; Mahindra & Mahindra, Maruti, HUL, Bajaj Finserv lag; Asian markets mixed; US markets end mixed; FIIs offload equiti…",2023-08-21 10:33:57.000,https://pocket-image-cache.com/direct?url=http://th-i.thgim.com/public/incoming/wsxill/article67218593.ece/alternates/LANDSCAPE_1200/IMG_sensex_2_1_J5BKM8AQ.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'}","[{'sid': 'AXBK'}, {'sid': 'BJFS'}, {'sid': 'IDTI'}, {'sid': 'HCLT'}, {'sid': 'HLL'}, {'sid': 'JSTL'}, {'sid': 'MIRA'}, {'sid': 'NTPC'}, {'sid': 'TISC'}, {'sid': 'TAMdv'}, {'sid': 'TAMO'}, {'sid': 'TCS'}, {'sid': 'TEML'}, {'sid': 'WIPR'}, {'sid': '.NSEI'}]",64e2f384f2693c46dad4a201,AXIS BANK,"Markets climb in early trade after two days of decline Equity indices rebound in early trade; Sensex up 145 pts; Nifty gains 45 pts; Power Grid, NTPC, JSW Steel, HCL Tech, Wipro, TCS, Axis Bank, Tech Mahindra, Tata Steel, Tata Motors gain; Mahindra & Mahindra, Maruti, HUL, Bajaj Finserv lag; Asian markets mixed; US markets end mixed; FIIs offload equiti…",Price Action,Financial
93,"Stocks to Watch: IDBI Bank, Jio Financial, Axis Bank, Ashok Leyland, Titan, and Others - News18",news-article,https://www.news18.com/business/markets/stocks-to-watch-idbi-bank-jio-financial-axis-bank-ashok-leyland-titan-and-others-8543830.html,"Stocks to watch: Shares of firms like IDBI Bank, Jio Financial, Axis Bank, Ashok Leyland, Titan, and others will be in focus on Monday’s trade.",2023-08-21 07:49:26.000,https://pocket-image-cache.com/direct?url=http://images.news18.com/ibnlive/uploads/2023/05/stocks-to-buy-168299536816x9.gif,"{'logo': 'https://assets.tickertape.in/images/news-publishers/news18.png', 'id': 'www.news18.com', 'name': 'News18'}","[{'sid': 'AXBK'}, {'sid': 'ASOK'}, {'sid': 'IDBI'}, {'sid': 'TITN'}]",64e2cfbbf2693c46dad4a0e9,AXIS BANK,"Stocks to Watch: IDBI Bank, Jio Financial, Axis Bank, Ashok Leyland, Titan, and Others - News18 Stocks to watch: Shares of firms like IDBI Bank, Jio Financial, Axis Bank, Ashok Leyland, Titan, and others will be in focus on Monday’s trade.",Rumors,Price Action
94,Gun jumping: CCI slaps ₹40 lakhs penalty on Axis Bank,news-article,https://www.thehindubusinessline.com/money-and-banking/gun-jumping-cci-slaps-40-lakhs-penalty-on-axis-bank/article67212377.ece,CCI imposes ₹40 lakh penalty on Axis Bank for failing to notify CCI of its 9.91% stake buy in CSC e-Governance. CCI rejected Axis Bank’s submission of a bona fide error in assessing the applicability of the De Minimis exemption. The law stipulates that a merger cannot come into effect until 210 days…,2023-08-19 11:54:34.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/23ohgh/article67177332.ece/alternates/LANDSCAPE_1200/2023-08-09T125706Z_570190627_RC2BK2A7E4ZM_RTRMADP_3_MAX-LIFE-STAKE-BUY-AXIS-BANK.JPG,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'AXBK'}],64e067d1fe5e5e5b7f976379,AXIS BANK,Gun jumping: CCI slaps ₹40 lakhs penalty on Axis Bank CCI imposes ₹40 lakh penalty on Axis Bank for failing to notify CCI of its 9.91% stake buy in CSC e-Governance. CCI rejected Axis Bank’s submission of a bona fide error in assessing the applicability of the De Minimis exemption. The law stipulates that a merger cannot come into effect until 210 days…,M&A,Legal
95,Competition Commission of India slaps Rs 40 lakh on Axis Bank,news-article,https://economictimes.indiatimes.com/industry/banking/finance/banking/competition-commission-of-india-slaps-rs-40-lakh-on-axis-bank/articleshow/102839553.cms,"For the transaction, Axis Bank was required to give notice to the fair trade regulator. However, it failed to do so, according to the order. “It is apparent that the acquisition of stake in CSC e-Governance by Axis Bank was neither solely as an investment nor can be considered to be in ordinary cour…",2023-08-18 20:07:00.000,"https://pocket-image-cache.com/direct?url=http://economictimes.indiatimes.com/thumb/msid-102839739,width-1070,height-580,imgsize-111086,overlay-economictimes/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'AXBK'}],64df8f19fe5e5e5b7f9760fd,AXIS BANK,"Competition Commission of India slaps Rs 40 lakh on Axis Bank For the transaction, Axis Bank was required to give notice to the fair trade regulator. However, it failed to do so, according to the order. “It is apparent that the acquisition of stake in CSC e-Governance by Axis Bank was neither solely as an investment nor can be considered to be in ordinary cour…",Reputation,Legal
96,Axis Bank rises 1% after RBI greenlights Executive Director appointment,news-article,https://www.moneycontrol.com/news/business/markets/axis-bank-rises-1-after-rbi-greenlights-executive-director-appointment-11214171.html,"The bank has also launched two lending products i.e., Kisan Credit Cards and MSME loans to propel growth.",2023-08-18 12:53:18.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2023/03/axis-bank-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}",[{'sid': 'AXBK'}],64df2066fe5e5e5b7f975d3d,AXIS BANK,"Axis Bank rises 1% after RBI greenlights Executive Director appointment The bank has also launched two lending products i.e., Kisan Credit Cards and MSME loans to propel growth.",Strategy,Fundamentals
97,"Axis Bank to provide Kisan Credit Card, unsecured MSME loans via RBI’s Public Tech Platform",news-article,https://www.thehindu.com/business/axis-bank-to-provide-kisan-credit-card-unsecured-msme-loans-via-rbis-public-tech-platform/article67206468.ece,"Days after the Reserve Bank of India (RBI) announced a Pilot for Public Tech Platform for Frictionless Credit (PTPFC), Axis Bank Ltd. has announced the introduction of two lending products--Kisan Credit Card (KCC) and unsecured MSME loans--to small business customers which will be processed through …",2023-08-17 21:54:07.000,https://pocket-image-cache.com/direct?url=http://th-i.thgim.com/public/incoming/dwxsks/article67206567.ece/alternates/LANDSCAPE_1200/2023-08-09T125706Z_570190627_RC2BK2A7E4ZM_RTRMADP_3_MAX-LIFE-STAKE-BUY-AXIS-BANK.JPG,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'}","[{'sid': 'AXBK'}, {'sid': 'BOI'}]",64de3f33fe5e5e5b7f975900,AXIS BANK,"Axis Bank to provide Kisan Credit Card, unsecured MSME loans via RBI’s Public Tech Platform Days after the Reserve Bank of India (RBI) announced a Pilot for Public Tech Platform for Frictionless Credit (PTPFC), Axis Bank Ltd. has announced the introduction of two lending products--Kisan Credit Card (KCC) and unsecured MSME loans--to small business customers which will be processed through …",Strategy,Sales
98,Max Life Insurance eyeing double digit growth in new business premium this fiscal,news-article,https://www.thehindubusinessline.com/money-and-banking/max-life-insurance-eyeing-double-digit-growth-in-new-business-premium-this-fiscal/article67204846.ece,"Max Life Insurance, a private life insurer, is aggressively expanding with a plan focused on channels, growth, new distribution, and new product launches. Capital raise of ₹ 1612 crore from Axis Bank will help deliver double digit growth in new business premium. Expansion includes 100 new offices in…",2023-08-17 14:43:05.000,https://pocket-image-cache.com/direct?url=http://bl-i.thgim.com/public/incoming/f0gydv/article66440363.ece/alternates/LANDSCAPE_1200/NDBL-7-23-1-23.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'AXBK'}],64dde0f4fe5e5e5b7f97557d,AXIS BANK,"Max Life Insurance eyeing double digit growth in new business premium this fiscal Max Life Insurance, a private life insurer, is aggressively expanding with a plan focused on channels, growth, new distribution, and new product launches. Capital raise of ₹ 1612 crore from Axis Bank will help deliver double digit growth in new business premium. Expansion includes 100 new offices in…",Financial,Strategy
